QT1, 1507, 1506, 0, 1
QT1, 1571, 1570, 0, 1
QT1, 1558, 1557, 0, 1
QT1, 1548, 1547, 0, 1
QT1, 1583, 1582, 0, 1
QT1, 1575, 1574, 0, 1
QT2, 7, 6, 0, 1
QT2, 7, 6, 0, 1
QT2, 7, 6, 0, 1
QT2, 7, 6, 0, 1
QT2, 7, 6, 0, 1
QT2, 7, 6, 0, 1
QT3, 7064, 7063, 0, 1
QT3, 7031, 7030, 0, 1
QT3, 7155, 7154, 0, 1
QT3, 7107, 7106, 0, 1
QT3, 7069, 7068, 0, 1
QT3, 7285, 7284, 0, 1
QT4, 1268, 1267, 0, 1
QT4, 1259, 1258, 0, 1
QT4, 1263, 1262, 0, 1
QT4, 1254, 1253, 0, 1
QT4, 1293, 1292, 0, 1
QT4, 1227, 1226, 0, 1
QT5, 9, 8, 0, 1
QT5, 9, 8, 0, 1
QT5, 9, 8, 0, 1
QT5, 9, 8, 0, 1
QT5, 9, 8, 0, 1
QT5, 9, 8, 0, 1
QT6, 1411, 1410, 0, 1
QT6, 1387, 1386, 0, 1
QT6, 1428, 1427, 0, 1
QT6, 1422, 1421, 0, 1
QT6, 1415, 1414, 0, 1
QT6, 1419, 1418, 0, 1
QT7, 6336, 6335, 0, 1
QT7, 6398, 6397, 0, 1
QT7, 6623, 6622, 0, 1
QT7, 6380, 6379, 0, 1
QT7, 6375, 6374, 0, 1
QT7, 6472, 6471, 0, 1
QT8, 817, 816, 0, 1
QT8, 820, 819, 0, 1
QT8, 821, 820, 0, 1
QT8, 802, 801, 0, 1
QT8, 805, 804, 0, 1
QT8, 805, 804, 0, 1
QT9, 10, 9, 0, 1
QT9, 10, 9, 0, 1
QT9, 10, 9, 0, 1
QT9, 10, 9, 0, 1
QT9, 10, 9, 0, 1
QT9, 11, 10, 0, 1
QT10, 472, 471, 0, 1
QT10, 463, 462, 0, 1
QT10, 476, 475, 0, 1
QT10, 462, 461, 0, 1
QT10, 461, 460, 0, 1
QT10, 470, 469, 0, 1
QT11, 2275, 2274, 0, 1
QT11, 2281, 2280, 0, 1
QT11, 2261, 2260, 0, 1
QT11, 2354, 2353, 0, 1
QT11, 2241, 2240, 0, 1
QT11, 2334, 2333, 0, 1
QT12, 3652, 3651, 0, 1
QT12, 3714, 3713, 0, 1
QT12, 3877, 3876, 0, 1
QT12, 3729, 3728, 0, 1
QT12, 3776, 3775, 0, 1
QT12, 3756, 3755, 0, 1
QT13, 0, 0, 0, 1
QT13, 0, 0, 0, 1
QT13, 0, 0, 0, 1
QT13, 0, 0, 0, 1
QT13, 0, 0, 0, 1
QT13, 0, 0, 0, 1
QT14, 0, 0, 0, 1
QT14, 0, 0, 0, 1
QT14, 0, 0, 0, 1
QT14, 0, 0, 0, 1
QT14, 0, 0, 0, 1
QT14, 0, 0, 0, 1
QT15, 1961, 1960, 0, 1
QT15, 1786, 1785, 0, 1
QT15, 1826, 1825, 0, 1
QT15, 1823, 1822, 0, 1
QT15, 1875, 1874, 0, 1
QT15, 1765, 1764, 0, 1
QT16, 0, 0, 0, 1
QT16, 0, 0, 0, 1
QT16, 0, 0, 0, 1
QT16, 0, 0, 0, 1
QT16, 0, 0, 0, 1
QT16, 0, 0, 0, 1
